genetic,length,mass,bmi,exercise,smoking,alcohol,sugar,lifespan
86.5,179.0,110.8,34.6,0.7,4.1,0.5,5.0,84.8
78.4,169.0,56.2,19.7,1.8,10.1,0.3,9.2,76.8
75.1,193.0,124.4,33.4,1.0,11.1,1.6,6.2,70.6
79.1,181.0,86.7,26.5,2.4,3.3,2.0,4.1,79.8
96.0,201.0,143.1,35.4,1.4,10.0,0.9,6.1,93.3
95.8,194.0,151.8,40.3,3.9,0.2,3.5,3.9,97.5
74.5,179.0,89.9,28.1,0.7,3.4,0.3,8.7,73.0
79.6,182.0,97.0,29.3,4.0,1.7,5.2,3.0,79.2
89.5,197.0,160.5,41.4,4.2,12.8,4.5,12.2,85.5
70.1,185.0,87.6,25.6,1.6,3.6,3.2,10.4,70.0
93.6,178.0,102.9,32.5,1.5,20.0,0.4,8.3,89.9
83.3,192.0,87.0,23.6,1.6,8.7,0.3,11.1,80.5
84.9,208.0,111.3,25.7,1.8,0.5,5.2,6.3,84.0
91.8,174.0,127.8,42.2,4.5,13.4,2.6,10.4,92.0
78.8,193.0,121.6,32.6,2.0,13.4,1.6,7.6,75.0
84.2,194.0,66.8,17.7,4.0,14.8,2.6,2.6,83.2
100.1,182.0,74.5,22.5,2.0,20.0,1.1,4.9,94.7
90.2,184.0,98.8,29.2,3.4,21.8,0.4,8.0,87.4
89.3,186.0,74.5,21.5,1.7,17.7,5.2,7.9,84.3
64.6,184.0,135.1,39.9,4.5,7.2,4.3,7.6,64.3
94.3,172.0,150.9,51.0,0.8,10.3,3.9,10.1,87.9
81.4,169.0,107.4,37.6,4.0,16.3,3.8,7.0,76.7
76.6,173.0,65.5,21.9,3.9,17.6,4.9,10.3,70.8
84.9,193.0,131.8,35.4,1.8,7.9,4.0,7.0,81.8
85.6,197.0,98.8,25.5,2.8,16.5,4.3,6.4,82.2
83.0,190.0,112.5,31.2,3.2,8.7,4.3,10.0,80.3
81.6,192.0,137.1,37.2,0.9,16.7,1.9,6.6,75.8
93.3,200.0,119.7,29.9,1.6,0.3,0.4,4.1,94.5
77.1,174.0,127.6,42.1,5.3,7.5,0.7,5.7,76.3
72.8,198.0,112.5,28.7,3.0,5.0,1.2,10.5,72.2
77.3,178.0,109.5,34.6,3.9,10.0,0.0,4.8,76.4
85.4,176.0,107.6,34.7,2.2,16.4,0.6,11.0,82.1
75.8,189.0,81.9,22.9,3.0,1.1,0.3,3.8,77.6
91.6,168.0,92.2,32.7,1.1,15.4,2.1,1.2,87.7
80.9,175.0,107.9,35.2,1.1,4.7,0.6,3.6,79.7
92.7,173.0,73.7,24.6,1.3,0.2,0.9,5.8,92.9
81.8,193.0,95.1,25.5,3.3,2.0,1.0,6.0,83.2
78.5,167.0,111.9,40.1,2.5,19.2,0.5,7.7,73.6
98.9,156.0,87.0,35.7,2.2,6.3,3.5,2.0,96.8
79.1,196.0,109.1,28.4,4.0,5.9,1.4,1.7,80.9
72.9,188.0,94.9,26.9,3.1,3.1,4.0,4.3,74.6
77.0,189.0,82.5,23.1,1.6,14.0,0.5,5.1,73.5
76.1,176.0,66.6,21.5,3.8,9.6,4.4,3.5,76.2
65.6,203.0,80.4,19.5,3.0,5.4,1.7,6.0,65.9
86.3,183.0,83.6,25.0,4.1,7.8,2.0,0.9,88.6
83.6,189.0,64.7,18.1,0.9,0.5,0.4,2.6,83.9
82.7,196.0,92.7,24.1,2.2,19.2,1.6,6.0,80.3
82.4,158.0,95.5,38.3,1.6,20.0,5.1,2.8,76.0
77.3,196.0,146.0,38.0,3.9,18.4,0.4,8.0,75.8
70.1,203.0,123.1,29.9,5.4,16.7,0.1,10.1,73.5
80.5,205.0,53.8,12.8,1.8,8.2,1.2,7.9,79.8
89.3,195.0,86.0,22.6,4.3,2.4,0.1,5.5,90.9
93.4,194.0,62.9,16.7,2.6,12.9,0.4,7.7,91.0
80.7,173.0,71.0,23.7,2.1,20.4,0.7,2.4,75.1
79.0,192.0,93.7,25.4,3.3,3.3,2.1,5.6,79.3
84.7,172.0,73.6,24.9,3.5,0.4,1.4,3.7,87.3
80.5,177.0,78.2,25.0,3.1,18.0,0.5,8.7,78.7
68.8,184.0,104.8,31.0,1.7,5.7,5.5,5.4,67.2
85.0,189.0,77.0,21.6,2.4,19.3,2.6,8.4,79.3
79.7,182.0,102.7,31.0,3.8,8.9,1.0,8.3,80.4
77.9,173.0,86.0,28.7,2.6,15.9,5.5,5.8,72.4
76.2,178.0,154.3,48.7,2.9,21.3,1.7,5.8,68.3
85.2,204.0,89.3,21.5,2.0,13.0,2.8,2.9,83.8
79.6,205.0,77.7,18.5,1.8,16.8,4.5,5.5,74.8
89.7,155.0,75.5,31.4,0.9,0.0,0.6,7.8,89.1
91.7,194.0,82.9,22.0,0.9,10.2,1.0,5.2,89.4
87.3,199.0,90.5,22.9,2.6,21.7,1.0,6.6,83.5
90.3,173.0,61.3,20.5,4.5,18.8,2.1,6.8,87.6
76.2,174.0,110.8,36.6,2.4,14.0,0.4,10.5,71.1
86.6,180.0,84.5,26.1,1.4,1.8,4.7,6.5,85.6
78.4,191.0,120.1,32.9,2.0,17.1,3.9,4.9,74.8
77.8,209.0,118.8,27.2,1.4,21.4,1.1,4.8,73.6
74.9,190.0,61.5,17.0,2.7,0.6,1.7,4.0,76.9
98.3,182.0,64.2,19.4,4.5,22.0,0.4,3.9,96.3
68.3,179.0,114.4,35.7,3.3,1.5,4.1,5.5,69.2
79.1,164.0,66.3,24.7,2.5,19.7,4.2,6.5,72.9
77.3,180.0,75.1,23.2,3.2,4.7,2.5,5.0,77.7
80.3,196.0,77.5,20.2,1.7,19.1,0.8,7.6,76.4
64.5,188.0,129.4,36.6,2.5,10.8,3.8,6.3,59.7
78.0,197.0,116.8,30.1,4.4,14.3,4.4,11.1,72.3
89.1,193.0,115.3,31.0,1.3,6.3,3.6,11.9,87.1
91.3,197.0,85.9,22.1,3.3,14.2,0.4,8.6,89.7
68.3,172.0,51.3,17.3,1.5,19.1,4.4,9.9,63.1
74.3,200.0,100.1,25.0,3.0,6.9,4.9,5.5,73.0
86.0,176.0,112.1,36.2,2.6,14.4,1.8,3.9,82.8
76.0,184.0,97.7,28.9,2.8,1.1,0.5,6.1,76.4
86.1,179.0,53.6,16.7,2.9,15.6,0.7,4.8,82.3
69.6,206.0,92.5,21.8,1.2,13.9,0.7,11.4,64.8
91.9,197.0,117.0,30.1,3.8,0.0,0.5,6.7,93.2
78.6,208.0,72.4,16.7,3.7,11.5,4.0,10.3,76.9
89.0,187.0,98.6,28.2,2.4,21.9,0.4,6.4,83.1
84.9,176.0,70.0,22.6,1.6,17.0,1.4,5.5,81.9
94.9,182.0,82.7,25.0,2.9,9.1,3.9,7.4,95.2
83.6,190.0,57.2,15.8,2.1,11.7,0.2,9.7,80.3
79.5,193.0,85.7,23.0,1.2,16.3,3.2,5.8,73.6
85.1,180.0,119.3,36.8,4.8,0.3,2.4,3.2,87.1
92.7,172.0,98.1,33.2,3.0,9.2,0.4,8.0,92.5
81.2,177.0,123.5,39.4,3.4,2.8,0.7,7.0,81.8
83.1,177.0,73.6,23.5,1.2,7.1,0.7,11.7,80.9
79.3,163.0,91.8,34.6,3.1,13.4,3.6,11.6,75.1
82.5,188.0,120.8,34.2,2.4,18.7,5.1,6.7,80.8
78.0,185.0,89.0,26.0,2.6,0.2,0.8,8.8,79.0
81.9,170.0,91.1,31.5,1.7,11.0,1.3,9.6,77.9
94.5,178.0,100.1,31.6,3.4,13.4,1.2,9.4,92.3
76.6,199.0,62.1,15.7,1.5,8.0,1.4,5.0,75.7
85.6,207.0,89.7,20.9,3.8,15.5,3.9,7.0,83.5
82.3,188.0,105.9,30.0,1.6,18.3,0.2,2.6,79.2
86.7,175.0,99.7,32.6,3.0,8.7,0.5,3.2,85.4
81.7,164.0,70.4,26.2,1.4,0.8,3.0,7.6,80.7
70.3,178.0,112.5,35.5,1.7,1.1,3.5,6.7,68.7
84.5,177.0,81.7,26.1,2.2,10.1,0.6,8.1,81.9
84.3,203.0,108.9,26.4,1.7,10.4,0.4,10.7,82.2
85.5,177.0,124.6,39.8,2.8,2.3,3.9,4.5,84.1
81.7,188.0,87.7,24.8,2.6,10.7,1.9,2.2,79.4
88.3,187.0,98.7,28.2,4.8,11.8,4.7,3.0,87.8
71.8,182.0,73.0,22.0,1.5,3.0,5.1,5.1,70.8
85.5,161.0,60.4,23.3,2.6,10.2,0.4,5.6,84.7
88.1,185.0,118.0,34.5,4.5,18.4,5.8,7.7,85.4
74.3,194.0,99.1,26.3,1.0,10.7,1.0,5.3,71.7
86.2,177.0,71.5,22.8,2.6,1.1,5.0,6.9,86.4
87.2,187.0,72.4,20.7,2.2,1.0,3.4,7.4,87.1
90.0,186.0,130.0,37.6,5.4,0.2,1.4,10.0,92.6
77.2,208.0,69.5,16.1,2.5,18.5,0.9,11.8,73.0
73.5,183.0,68.8,20.5,4.0,16.9,0.2,3.9,71.4
73.6,189.0,98.9,27.7,0.5,0.0,4.7,9.2,71.7
78.1,187.0,120.4,34.4,1.8,8.3,1.6,4.2,76.2
79.8,201.0,69.3,17.2,1.1,1.0,1.0,7.5,79.6
64.3,178.0,87.7,27.7,2.8,0.1,0.8,7.7,65.7
78.5,158.0,100.4,40.2,1.6,1.2,1.8,3.7,78.1
82.5,181.0,85.7,26.2,1.7,1.0,1.1,8.1,82.5
77.7,191.0,71.7,19.7,0.2,9.7,4.3,2.6,73.6
83.2,189.0,113.8,31.9,1.9,15.1,1.2,10.5,80.1
95.9,180.0,84.0,25.9,1.1,3.0,5.7,2.4,94.5
85.9,195.0,112.6,29.6,3.6,11.1,0.8,4.6,83.5
76.7,171.0,122.9,42.0,0.9,13.0,0.4,6.9,72.4
83.3,195.0,99.8,26.2,1.7,11.9,1.0,11.6,80.5
88.6,166.0,116.5,42.3,2.7,8.2,0.2,6.9,85.6
75.8,185.0,74.0,21.6,2.6,18.1,0.6,1.7,72.3
91.4,203.0,67.5,16.4,1.0,0.4,3.8,7.7,90.7
90.8,164.0,58.9,21.9,1.5,6.4,4.8,4.6,88.9
93.8,184.0,108.3,32.0,2.2,7.1,5.9,11.6,91.9
82.6,180.0,70.1,21.6,1.8,10.7,1.3,6.4,81.8
80.1,197.0,85.4,22.0,3.5,18.2,1.0,8.0,75.8
66.1,191.0,130.2,35.7,1.4,6.6,3.5,7.6,64.0
80.2,170.0,56.9,19.7,1.5,2.9,3.5,3.0,78.9
74.6,181.0,137.2,41.9,2.2,19.1,0.9,8.0,69.9
84.4,197.0,76.1,19.6,2.3,4.3,0.5,6.3,84.0
85.9,196.0,94.0,24.5,1.8,4.6,0.3,4.0,86.2
85.3,193.0,127.7,34.3,1.5,4.6,4.8,6.8,82.9
95.9,170.0,86.3,29.9,4.3,7.5,2.7,4.7,97.3
78.1,168.0,125.0,44.3,3.5,16.1,2.4,5.6,76.9
74.3,206.0,57.3,13.5,3.0,17.6,3.2,6.9,71.2
86.0,186.0,93.1,26.9,0.3,0.1,5.5,5.0,83.7
75.9,179.0,121.2,37.8,3.5,19.7,4.0,8.6,71.4
81.0,208.0,134.9,31.2,1.6,10.3,0.8,4.6,78.3
85.8,181.0,113.9,34.8,1.9,10.9,4.0,7.9,82.5
83.4,173.0,115.2,38.5,1.4,1.5,3.8,10.2,82.2
87.6,175.0,53.9,17.6,2.4,3.9,2.2,6.2,87.0
81.4,178.0,98.2,31.0,3.1,21.0,2.0,6.0,77.1
75.5,195.0,135.0,35.5,1.8,12.8,3.8,6.4,71.4
80.0,188.0,61.0,17.3,1.6,20.5,0.7,7.1,75.5
76.4,198.0,75.3,19.2,2.3,14.7,0.7,3.6,74.3
92.4,167.0,115.8,41.5,1.7,20.9,1.4,6.1,85.5
78.0,197.0,129.9,33.5,3.6,5.9,1.1,2.0,77.3
86.4,181.0,76.6,23.4,4.5,1.1,0.3,5.6,88.1
84.6,183.0,111.5,33.3,1.9,16.9,4.4,4.8,80.5
84.9,188.0,78.4,22.2,2.3,21.5,1.0,4.9,78.8
79.9,176.0,96.8,31.2,2.5,12.6,1.5,7.8,77.1
84.1,176.0,153.9,49.7,4.2,20.5,0.2,11.5,80.6
74.8,172.0,96.6,32.7,1.0,13.4,2.5,1.8,69.8
76.1,186.0,111.7,32.3,2.5,13.9,5.3,8.5,75.4
74.3,186.0,90.9,26.3,3.7,0.1,0.4,7.0,76.2
73.4,196.0,73.1,19.0,4.4,11.6,0.4,3.8,74.9
81.3,177.0,95.6,30.5,2.1,17.3,1.2,9.2,74.8
73.6,183.0,72.0,21.5,2.9,19.1,1.6,9.8,69.5
93.9,160.0,88.7,34.6,4.7,5.6,2.7,6.0,95.2
98.1,206.0,78.7,18.5,2.8,21.9,2.1,5.6,91.9
81.1,182.0,159.0,48.0,3.2,18.8,0.4,3.5,73.2
92.5,164.0,68.1,25.3,1.5,0.7,1.2,12.9,92.3
86.0,203.0,88.3,21.4,1.4,16.4,2.7,8.5,82.1
70.2,177.0,77.4,24.7,2.2,0.2,0.0,4.6,71.1
74.7,183.0,55.4,16.5,1.8,0.1,5.0,4.4,75.2
80.9,205.0,124.5,29.6,2.5,3.4,1.2,9.0,80.2
71.6,173.0,51.1,17.1,2.8,1.1,0.5,9.2,72.8
77.0,173.0,50.0,16.7,3.5,0.3,0.5,3.3,78.9
77.2,178.0,106.9,33.7,4.7,8.6,3.1,6.5,77.3
86.7,185.0,102.9,30.1,4.1,19.5,4.7,12.9,77.8
82.1,173.0,88.3,29.5,1.6,20.1,0.5,7.8,75.6
83.5,186.0,96.3,27.8,2.3,11.4,0.4,8.0,81.1
79.6,197.0,65.7,16.9,1.7,0.2,0.9,6.0,80.7
86.3,181.0,120.9,36.9,4.8,12.7,0.1,9.4,86.6
84.7,211.0,102.9,23.1,0.6,19.7,0.7,6.9,78.6
82.6,201.0,67.3,16.7,2.9,3.3,3.8,4.8,82.9
89.1,174.0,53.5,17.7,2.4,8.5,0.6,7.5,87.5
82.5,190.0,78.6,21.8,1.5,10.5,0.2,8.4,80.7
90.6,189.0,141.0,39.5,1.0,9.2,5.7,7.5,84.9
79.4,180.0,116.3,35.9,5.4,17.2,2.2,8.2,75.3
69.2,191.0,81.5,22.3,2.9,20.9,0.8,4.7,65.9
75.6,172.0,68.4,23.1,2.9,8.5,5.0,2.4,73.3
80.7,196.0,102.4,26.7,4.0,7.5,1.4,4.3,79.7
85.8,171.0,79.3,27.1,3.3,0.1,4.1,3.5,86.4
71.0,166.0,109.1,39.6,1.4,0.2,4.8,9.2,69.2
72.1,188.0,136.8,38.7,3.6,4.2,0.5,11.0,71.1
82.0,194.0,64.7,17.2,1.7,5.5,0.5,1.9,81.8
76.1,183.0,67.2,20.1,2.0,1.1,1.8,6.4,76.9
79.9,205.0,103.7,24.7,1.6,18.2,0.3,3.3,73.5
75.2,174.0,61.7,20.4,2.4,1.1,1.2,4.7,76.4
95.1,170.0,92.7,32.1,1.9,13.8,0.9,3.1,92.0
76.3,213.0,127.6,28.1,4.0,9.8,0.7,3.6,75.6
73.4,179.0,82.7,25.8,2.7,1.5,0.8,2.4,74.1
96.6,196.0,98.2,25.6,4.3,13.9,1.8,7.1,94.3
81.9,170.0,97.9,33.9,1.8,11.3,1.1,8.1,79.4
90.9,185.0,86.7,25.3,0.5,6.9,3.2,9.8,88.4
84.4,160.0,70.2,27.4,1.0,21.0,2.1,6.7,79.4
78.6,182.0,83.2,25.1,2.2,7.9,1.7,8.1,77.2
80.2,173.0,95.2,31.8,4.9,5.8,0.5,3.9,82.3
78.0,207.0,59.7,13.9,3.0,17.3,0.5,7.6,75.3
86.0,199.0,132.3,33.4,1.5,18.5,1.1,6.8,82.2
79.9,175.0,92.7,30.3,4.4,4.5,1.8,4.9,82.0
82.0,175.0,99.8,32.6,1.1,0.6,5.3,6.4,79.9
72.2,170.0,108.6,37.6,1.2,13.6,0.6,5.1,67.0
79.0,174.0,95.3,31.5,1.9,7.6,2.4,6.4,76.4
98.1,174.0,84.4,27.9,1.4,3.1,1.1,4.8,96.9
81.4,194.0,68.3,18.1,1.1,15.8,1.9,9.7,77.1
68.7,172.0,73.4,24.8,3.9,6.3,3.2,5.3,68.0
78.1,181.0,94.7,28.9,1.6,5.2,1.4,6.7,77.0
81.6,183.0,59.4,17.7,1.6,1.1,2.9,7.9,81.7
83.2,202.0,99.5,24.4,2.5,4.0,0.5,6.1,83.7
74.9,205.0,99.0,23.6,2.4,13.4,0.7,6.3,71.9
81.9,193.0,95.6,25.7,1.4,9.0,3.5,4.1,79.1
98.3,193.0,95.2,25.6,1.5,0.1,1.7,6.3,99.3
80.1,176.0,55.0,17.8,0.5,12.5,5.1,10.3,75.3
81.4,186.0,67.6,19.5,3.8,10.9,0.4,4.6,79.2
79.2,187.0,63.1,18.0,0.7,3.3,2.0,2.3,78.6
91.1,178.0,61.5,19.4,2.1,2.5,5.8,11.1,90.5
93.8,173.0,151.7,50.7,1.5,6.2,1.4,4.8,89.9
74.7,196.0,111.1,28.9,3.5,17.3,0.3,7.0,72.7
80.5,182.0,60.9,18.4,2.7,19.0,2.0,5.4,76.6
82.7,192.0,92.8,25.2,4.0,6.3,0.6,6.5,84.0
78.4,187.0,57.7,16.5,1.3,19.8,5.1,8.2,72.5
79.5,173.0,124.7,41.7,1.4,1.6,0.6,8.2,77.6
94.1,190.0,85.1,23.6,2.6,19.8,5.3,13.4,88.0
100.1,174.0,75.0,24.8,1.6,22.1,1.0,2.0,93.8
91.4,178.0,50.6,16.0,2.4,0.3,4.9,9.9,91.2
90.3,171.0,73.7,25.2,2.8,13.3,2.4,4.5,87.1
73.9,192.0,120.2,32.6,1.9,0.3,0.6,3.3,74.3
77.7,165.0,90.2,33.1,1.0,8.2,0.3,6.4,75.3
93.0,180.0,73.8,22.8,3.2,19.5,1.3,2.1,89.1
96.0,171.0,60.7,20.8,3.9,16.1,4.9,6.2,93.5
89.8,183.0,82.4,24.6,1.7,0.3,5.2,7.2,88.6
83.5,191.0,115.0,31.5,4.1,8.6,2.1,7.1,84.4
78.1,195.0,115.5,30.4,0.7,17.3,4.2,8.6,73.3
80.7,199.0,71.1,18.0,5.4,1.8,0.1,7.5,83.1
85.4,212.0,85.6,19.0,2.2,1.0,4.7,6.3,85.6
91.5,189.0,121.5,34.0,4.0,13.4,4.9,5.8,88.7
91.6,188.0,159.1,45.0,1.4,6.0,2.9,5.5,86.9
87.6,175.0,85.0,27.8,2.9,13.9,3.4,8.6,83.6
88.6,179.0,56.9,17.8,0.6,0.4,2.7,2.0,88.3
85.9,187.0,53.4,15.3,0.9,0.2,0.8,6.2,86.0
73.3,171.0,58.2,19.9,3.3,13.6,1.7,5.1,71.8
91.1,186.0,69.4,20.1,2.3,21.7,0.7,1.5,87.9
77.3,177.0,84.6,27.0,1.8,5.1,5.2,11.6,75.1
86.1,173.0,125.8,42.0,1.3,21.4,1.4,4.9,76.9
64.0,209.0,95.3,21.8,1.8,0.1,5.8,3.9,63.2
90.7,179.0,62.4,19.5,2.3,21.8,4.5,9.4,87.7
89.5,192.0,111.0,30.1,3.0,8.0,0.5,6.1,88.1
89.0,183.0,102.0,30.5,3.2,8.6,0.9,6.9,88.4
76.8,179.0,102.9,32.1,3.3,18.5,0.2,7.3,74.1
70.7,206.0,144.2,34.0,3.7,19.8,1.3,4.2,70.5
84.0,192.0,81.0,22.0,2.0,0.3,0.4,4.1,85.0
78.4,179.0,84.5,26.4,1.2,7.1,0.6,8.5,77.0
83.4,187.0,55.6,15.9,0.9,9.4,1.2,4.4,82.5
78.1,186.0,91.0,26.3,2.3,0.4,2.6,5.2,79.4
79.3,189.0,76.5,21.4,3.6,4.6,4.7,8.4,79.9
96.2,190.0,117.0,32.4,1.5,5.0,4.7,3.9,94.9
79.9,171.0,105.7,36.1,3.0,17.8,0.6,1.8,76.7
85.0,180.0,66.1,20.4,3.6,0.5,0.6,5.0,87.6
81.0,164.0,59.3,22.0,2.2,7.7,3.4,7.8,79.8
83.0,180.0,140.9,43.5,3.3,16.7,4.0,10.6,76.7
78.0,163.0,112.9,42.5,3.3,11.0,4.7,9.6,73.3
89.4,188.0,56.9,16.1,1.4,10.5,0.1,2.7,86.2
76.3,184.0,115.5,34.1,3.9,5.5,1.6,7.3,74.5
76.7,192.0,149.7,40.6,2.4,12.4,0.5,6.2,75.2
85.8,199.0,80.9,20.4,2.8,21.7,3.7,5.9,79.4
87.2,175.0,102.7,33.5,2.2,4.2,1.2,1.7,86.5
83.6,203.0,91.7,22.3,2.0,20.2,4.3,7.3,78.2
79.4,207.0,59.9,14.0,3.6,13.3,5.1,13.4,75.3
83.9,179.0,53.7,16.8,0.8,6.4,0.3,11.8,80.8
85.3,200.0,76.2,19.0,3.1,19.9,0.3,2.5,82.7
86.0,207.0,64.6,15.1,1.4,19.4,1.2,6.1,83.3
75.6,187.0,157.3,45.0,2.1,14.0,4.5,3.8,69.8
72.0,164.0,55.9,20.8,0.9,8.9,2.9,8.2,69.3
78.9,183.0,102.6,30.6,4.6,0.7,0.6,7.6,82.7
75.1,172.0,142.2,48.1,1.1,22.2,1.8,2.7,68.1
76.6,174.0,76.8,25.4,2.4,12.5,0.5,8.9,74.9
87.3,175.0,62.3,20.3,3.5,3.6,0.2,5.1,88.7
82.3,199.0,53.4,13.5,2.1,22.0,4.6,1.6,76.8
79.8,175.0,125.9,41.1,4.6,18.6,0.5,5.1,76.3
75.7,199.0,63.4,16.0,3.8,0.5,4.9,3.6,77.4
86.0,175.0,60.7,19.8,1.2,0.2,1.0,7.2,86.0
77.9,196.0,84.8,22.1,1.8,5.7,1.3,1.9,77.8
87.3,186.0,128.9,37.3,2.5,4.3,5.1,3.0,85.8
87.8,163.0,109.9,41.4,4.6,20.8,2.6,4.6,84.9
82.1,169.0,91.8,32.1,4.2,1.3,4.1,3.6,82.8
79.7,184.0,117.7,34.8,4.1,7.1,4.0,7.9,78.5
65.2,184.0,71.9,21.2,1.8,10.4,0.8,8.8,63.2
78.6,182.0,54.0,16.3,2.6,17.5,1.0,5.7,74.1
79.8,158.0,122.3,49.0,3.0,21.0,5.2,4.0,70.5
69.6,193.0,92.4,24.8,1.8,20.1,2.4,2.4,64.2
83.7,171.0,85.5,29.2,1.7,16.0,4.9,9.2,77.3
77.3,192.0,101.6,27.6,1.9,3.0,4.9,2.7,76.2
85.1,192.0,105.4,28.6,1.6,16.3,1.4,11.9,80.0
78.6,168.0,128.6,45.6,3.3,0.6,1.3,8.1,78.3
94.7,170.0,64.2,22.2,0.5,5.5,0.4,3.6,93.2
81.5,187.0,97.0,27.7,0.6,16.8,0.8,3.6,76.2
90.5,195.0,95.5,25.1,2.0,10.7,1.2,8.5,88.8
69.8,195.0,60.9,16.0,1.9,13.9,0.9,8.6,68.0
92.6,175.0,128.8,42.1,2.1,17.8,4.1,4.0,87.6
87.5,191.0,67.7,18.6,3.4,17.2,0.5,1.5,86.5
77.7,182.0,54.7,16.5,2.8,17.2,1.0,7.0,74.6
83.5,191.0,96.1,26.3,3.8,20.4,1.2,3.6,82.0
79.6,173.0,113.5,37.9,2.8,4.8,0.3,3.1,78.1
91.1,201.0,78.3,19.4,1.4,16.0,1.3,8.0,87.7
85.5,167.0,124.8,44.7,2.3,6.9,0.6,6.5,83.0
76.8,176.0,89.8,29.0,1.4,9.7,0.6,1.9,75.0
81.1,184.0,122.6,36.2,0.6,7.6,0.5,4.6,77.3
75.5,202.0,82.4,20.2,3.4,13.8,0.9,9.3,72.8
67.4,175.0,62.0,20.2,3.2,7.0,1.9,6.2,66.8
76.5,159.0,82.3,32.6,1.1,0.4,0.9,10.0,76.0
69.4,174.0,71.1,23.5,0.9,13.1,0.7,5.2,65.9
68.1,155.0,77.3,32.2,1.6,19.1,1.4,6.2,63.0
75.8,180.0,108.6,33.5,2.9,11.8,2.2,6.8,73.8
83.3,177.0,84.7,27.0,4.0,16.3,0.5,12.8,80.9
79.2,183.0,80.9,24.2,2.3,6.4,1.2,5.0,78.7
75.7,161.0,94.4,36.4,1.5,3.8,1.8,6.7,74.3
77.3,195.0,105.6,27.8,0.9,4.4,4.8,7.8,76.4
74.4,188.0,76.0,21.5,4.5,4.8,4.0,6.6,76.5
78.7,193.0,113.3,30.4,1.4,15.6,5.0,3.7,73.2
82.5,214.0,116.4,25.4,1.3,8.5,5.6,6.7,80.1
74.7,165.0,107.7,39.6,1.2,0.3,0.7,7.7,73.6
84.2,154.0,116.6,49.2,3.1,16.3,1.3,3.9,79.4
78.8,192.0,84.3,22.9,1.8,16.7,4.4,8.8,75.0
82.9,187.0,122.4,35.0,1.2,3.8,1.2,3.3,81.1
96.1,202.0,121.2,29.7,0.8,18.8,0.7,3.9,90.2
88.8,160.0,108.2,42.3,1.2,0.2,1.8,5.9,86.8
77.8,179.0,110.4,34.5,2.5,15.3,2.7,8.4,73.2
92.8,192.0,110.6,30.0,1.7,22.0,1.3,5.8,86.1
83.5,178.0,55.9,17.6,1.1,10.5,0.8,7.9,80.4
91.1,179.0,125.7,39.2,3.6,0.2,3.9,4.1,92.2
80.6,170.0,86.9,30.1,1.6,2.9,1.8,8.5,79.8
92.5,162.0,94.0,35.8,2.8,14.7,3.5,7.0,88.0
89.1,162.0,60.9,23.2,3.4,2.2,4.6,10.4,89.3
88.5,182.0,95.2,28.7,4.0,0.9,3.3,6.7,90.4
68.8,191.0,91.6,25.1,3.4,21.7,1.2,3.4,66.4
96.3,175.0,68.2,22.3,1.4,9.9,0.8,8.0,93.9
84.9,182.0,90.8,27.4,3.5,3.2,1.2,9.3,85.0
80.1,158.0,95.4,38.2,1.7,0.6,5.8,7.5,78.2
82.7,184.0,116.6,34.4,3.5,21.2,4.6,4.3,78.4
70.4,165.0,104.4,38.3,2.4,1.8,0.3,8.4,69.9
80.4,170.0,65.8,22.8,3.0,10.7,0.2,7.3,79.4
86.4,183.0,74.2,22.2,1.8,0.4,0.7,4.2,87.0
81.1,180.0,133.8,41.3,1.7,20.4,1.7,7.8,75.6
70.1,193.0,57.1,15.3,3.3,8.0,0.7,10.9,70.4
73.2,192.0,118.8,32.2,2.8,14.2,0.3,8.4,72.1
99.3,173.0,109.9,36.7,2.4,19.5,0.3,12.0,95.0
85.6,174.0,122.5,40.5,1.1,15.2,0.7,4.8,79.8
83.3,187.0,102.8,29.4,1.7,15.5,4.3,4.1,77.8
90.7,173.0,71.9,24.0,3.2,3.8,5.1,9.4,89.5
77.4,205.0,64.8,15.4,1.3,8.5,5.5,6.0,74.2
79.4,156.0,115.3,47.4,5.1,0.7,5.9,10.2,78.1
81.5,172.0,113.0,38.2,4.2,4.4,2.6,5.5,81.7
78.8,177.0,100.3,32.0,1.3,20.8,4.1,8.9,71.1
74.6,180.0,101.1,31.2,0.5,20.2,0.3,6.3,66.5
91.7,184.0,81.4,24.0,4.2,22.0,5.2,7.9,86.6
67.6,168.0,123.4,43.7,0.8,0.4,0.3,6.1,65.6
70.9,177.0,88.5,28.2,2.6,0.8,0.4,4.6,72.3
85.9,167.0,102.1,36.6,2.3,15.8,1.4,3.0,82.0
80.5,180.0,140.6,43.4,1.7,19.6,5.9,11.3,70.3
77.6,171.0,68.2,23.3,1.0,6.7,1.8,9.6,75.1
86.2,200.0,100.8,25.2,1.4,20.4,0.5,8.5,79.5
90.6,194.0,106.2,28.2,1.9,9.4,2.1,8.5,88.0
78.0,201.0,83.2,20.6,2.7,13.1,3.1,8.8,75.4
79.4,174.0,102.9,34.0,4.0,16.4,4.4,3.1,76.4
89.6,180.0,57.9,17.9,3.8,5.9,4.6,7.7,89.2
83.8,190.0,78.2,21.7,2.8,5.7,3.4,5.3,83.6
84.0,195.0,163.5,43.0,2.7,2.8,1.0,5.7,83.1
71.5,191.0,61.4,16.8,2.7,6.6,4.0,5.1,71.7
